index,Q_name,candidate,new_q,base_reward,new_reward,label
0,coronavirus origin,asian,coronavirus origin asian,0.0,0.0030864197530864,1
0,coronavirus origin,natural,coronavirus origin natural,0.0,0.0925925925925925,1
0,coronavirus origin,disease,coronavirus origin disease,0.0,0.1820987654320987,1
0,coronavirus origin,unknown,coronavirus origin unknown,0.0,0.0771604938271604,1
0,coronavirus origin,common,coronavirus origin common,0.0,0.0679012345679012,1
0,coronavirus origin,chinese,coronavirus origin chinese,0.0,0.095679012345679,1
0,coronavirus origin,human,coronavirus origin human,0.0,0.1790123456790123,1
0,coronavirus origin,viral,coronavirus origin viral,0.0,0.1882716049382716,1
0,coronavirus origin,indian,coronavirus origin indian,0.0,0.015432098765432,1
0,coronavirus origin,clinical,coronavirus origin clinical,0.0,0.1080246913580246,1
0,coronavirus origin,infectious,coronavirus origin infectious,0.0,0.1358024691358024,1
0,coronavirus origin,global,coronavirus origin global,0.0,0.1018518518518518,1
0,coronavirus origin,african,coronavirus origin african,0.0,0.0030864197530864,1
0,coronavirus origin,virus,coronavirus origin virus,0.0,0.191358024691358,1
0,coronavirus origin,severe,coronavirus origin severe,0.0,0.2067901234567901,1
0,coronavirus origin,european,coronavirus origin european,0.0,0.015432098765432,1
0,coronavirus origin,infection,coronavirus origin infection,0.0,0.1759259259259259,1
0,coronavirus origin,genetic,coronavirus origin genetic,0.0,0.1512345679012345,1
0,coronavirus origin,specific,coronavirus origin specific,0.0,0.0246913580246913,1
0,coronavirus origin,new,coronavirus origin new,0.0,0.1481481481481481,1
0,coronavirus origin,intermediate,coronavirus origin intermediate,0.0,0.0617283950617283,1
0,coronavirus origin,novel,coronavirus origin novel,0.0,0.2191358024691358,1
0,coronavirus origin,korean,coronavirus origin korean,0.0,0.0,0
0,coronavirus origin,epidemic,coronavirus origin epidemic,0.0,0.1882716049382716,1
0,coronavirus origin,geographic,coronavirus origin geographic,0.0,0.0185185185185185,1
0,coronavirus origin,environmental,coronavirus origin environmental,0.0,0.0462962962962962,1
0,coronavirus origin,medical,coronavirus origin medical,0.0,0.1512345679012345,1
0,coronavirus origin,emerging,coronavirus origin emerging,0.0,0.1080246913580246,1
0,coronavirus origin,probable,coronavirus origin probable,0.0,0.0493827160493827,1
0,coronavirus origin,biological,coronavirus origin biological,0.0,0.1759259259259259,1
0,coronavirus origin,male,coronavirus origin male,0.0,0.0092592592592592,1
0,coronavirus origin,congenital,coronavirus origin congenital,0.0,0.0,0
0,coronavirus origin,spanish,coronavirus origin spanish,0.0,0.0061728395061728,1
0,coronavirus origin,community,coronavirus origin community,0.0,0.037037037037037,1
0,coronavirus origin,evolutionary,coronavirus origin evolutionary,0.0,0.1111111111111111,1
0,coronavirus origin,american,coronavirus origin american,0.0,0.0030864197530864,1
0,coronavirus origin,bacterial,coronavirus origin bacterial,0.0,0.0030864197530864,1
0,coronavirus origin,animal,coronavirus origin animal,0.0,0.2438271604938271,1
0,coronavirus origin,indirect,coronavirus origin indirect,0.0,0.0,0
0,coronavirus origin,abstract,coronavirus origin abstract,0.0,0.0030864197530864,1
0,coronavirus origin,wildlife,coronavirus origin wildlife,0.0,0.0617283950617283,1
0,coronavirus origin,aboriginal,coronavirus origin aboriginal,0.0,0.0,0
0,coronavirus origin,international,coronavirus origin international,0.0,0.0771604938271604,1
0,coronavirus origin,likely,coronavirus origin likely,0.0,0.0802469135802469,1
0,coronavirus origin,mild,coronavirus origin mild,0.0,0.0185185185185185,1
0,coronavirus origin,seasonal,coronavirus origin seasonal,0.0,0.0,0
0,coronavirus origin,universal,coronavirus origin universal,0.0,0.0,0
0,coronavirus origin,potential,coronavirus origin potential,0.0,0.1388888888888889,1
0,coronavirus origin,early,coronavirus origin early,0.0,0.0617283950617283,1
0,coronavirus origin,female,coronavirus origin female,0.0,0.0092592592592592,1
0,coronavirus origin,endemic,coronavirus origin endemic,0.0,0.015432098765432,1
0,coronavirus origin,positive,coronavirus origin positive,0.0,0.0339506172839506,1
0,coronavirus origin,fatal,coronavirus origin fatal,0.0,0.0185185185185185,1
0,coronavirus origin,direct,coronavirus origin direct,0.0,0.0339506172839506,1
0,coronavirus origin,widespread,coronavirus origin widespread,0.0,0.0092592592592592,1
0,coronavirus origin,unique,coronavirus origin unique,0.0,0.0246913580246913,1
0,coronavirus origin,fungal,coronavirus origin fungal,0.0,0.132716049382716,1
0,coronavirus origin,primary,coronavirus origin primary,0.0,0.0246913580246913,1
0,coronavirus origin,geographical,coronavirus origin geographical,0.0,0.015432098765432,1
0,coronavirus origin,diffuse,coronavirus origin diffuse,0.0,0.0061728395061728,1
0,coronavirus origin,recent,coronavirus origin recent,0.0,0.0586419753086419,1
0,coronavirus origin,world,coronavirus origin world,0.0,0.095679012345679,1
0,coronavirus origin,false,coronavirus origin false,0.0,0.0,0
0,coronavirus origin,local,coronavirus origin local,0.0,0.0061728395061728,1
0,coronavirus origin,population,coronavirus origin population,0.0,0.0493827160493827,1
0,coronavirus origin,white,coronavirus origin white,0.0,0.0,0
0,coronavirus origin,influenza,coronavirus origin influenza,0.0,0.0185185185185185,1
